strain,real,nextstrain_0,nextstrain_1,nextstrain_2,nextstrain_3,nextstrain_4,nextstrain_5,nextstrain_6,nextstrain_7,nextstrain_8,nextstrain_9,tnet
EPI_ISL_438966,Japan,Bangladesh,Portugal,Taiwan,CzechRepublic,Sweden,Portugal,Japan,Japan,Turkey,Japan,Japan
EPI_ISL_466650,Bangladesh,Bangladesh,Netherlands,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh
EPI_ISL_455702,Vietnam,Bangladesh,Vietnam,Vietnam,Spain,Greece,Bangladesh,Vietnam,Vietnam,Vietnam,Vietnam,Vietnam
EPI_ISL_466644,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh
EPI_ISL_462092,Bangladesh,Russia,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh
EPI_ISL_450280,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Portugal,Russia,Russia,Russia
EPI_ISL_454221,Portugal,Russia,Portugal,Portugal,Portugal,Italy,Portugal,Poland,Portugal,Portugal,Portugal,Portugal
EPI_ISL_450257,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Poland,Austria,Russia,Russia
EPI_ISL_450283,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia
EPI_ISL_455632,SouthAfrica,Russia,SouthAfrica,Poland,Italy,Australia,UnitedArabEmirates,Poland,Russia,Russia,USA,Russia
EPI_ISL_451871,Switzerland,Switzerland,Portugal,Austria,Russia,Switzerland,Switzerland,Germany,Switzerland,UnitedKingdom,Italy,Switzerland
EPI_ISL_440341,UnitedKingdom,Switzerland,Portugal,Poland,UnitedKingdom,Russia,Austria,UnitedKingdom,DemocraticRepublicoftheCongo,Italy,UnitedKingdom,UnitedKingdom
EPI_ISL_416036,Italy,Switzerland,Brazil,Brazil,Brazil,Brazil,Argentina,Brazil,Brazil,Brazil,Switzerland,Brazil
EPI_ISL_454130,Portugal,Oman,Portugal,Colombia,Vietnam,Portugal,Portugal,Portugal,India,Portugal,Italy,Portugal
EPI_ISL_445276,Chile,Oman,Italy,Chile,Chile,Chile,Chile,Chile,Oman,Oman,Chile,Oman
EPI_ISL_457702,Oman,Oman,Italy,Austria,Italy,Chile,Oman,Oman,Oman,Oman,Portugal,Oman
EPI_ISL_457703,Oman,Oman,Italy,Japan,Italy,Switzerland,Chile,Oman,Oman,Oman,USA,Oman
EPI_ISL_451662,Poland,Switzerland,Poland,Poland,Poland,Poland,Poland,Italy,Poland,Russia,Poland,Poland
EPI_ISL_451885,Switzerland,Switzerland,Japan,Japan,Japan,Japan,Japan,Japan,Switzerland,Japan,Japan,Switzerland
EPI_ISL_414014,Brazil,Switzerland,Netherlands,Netherlands,Brazil,Brazil,Netherlands,Brazil,Netherlands,Italy,Netherlands,UnitedKingdom
EPI_ISL_417817,Italy,Switzerland,Italy,Netherlands,Iceland,Switzerland,Netherlands,Brazil,Netherlands,Italy,Netherlands,Austria
EPI_ISL_466875,Germany,Switzerland,Italy,Netherlands,Germany,Russia,Netherlands,Germany,Netherlands,Italy,Netherlands,Austria
EPI_ISL_458084,Italy,Italy,Italy,UnitedKingdom,Chile,Greece,Italy,Italy,Italy,Italy,Italy,Italy
EPI_ISL_458085,Italy,Italy,Italy,Netherlands,Italy,Switzerland,Italy,Italy,Netherlands,Italy,Italy,Italy
EPI_ISL_460844,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Italy,Netherlands,Jordan,Netherlands,UnitedKingdom,Netherlands,Netherlands
EPI_ISL_455455,Mexico,Netherlands,Russia,Mexico,Chile,Switzerland,Russia,Switzerland,Netherlands,Italy,Austria,Austria
EPI_ISL_416479,Georgia,Netherlands,Russia,Mexico,Italy,Sweden,Netherlands,Georgia,Netherlands,Switzerland,Austria,Austria
EPI_ISL_438060,Austria,Switzerland,Austria,Netherlands,Greece,Austria,Netherlands,Austria,Netherlands,Austria,Netherlands,Austria
EPI_ISL_451705,Switzerland,Switzerland,Italy,Austria,Switzerland,Switzerland,Netherlands,Germany,Austria,Switzerland,Austria,Italy
EPI_ISL_461292,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands
EPI_ISL_461207,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Jordan,Netherlands,Netherlands
EPI_ISL_438117,Austria,Netherlands,Austria,Austria,Austria,Austria,Austria,Switzerland,Austria,Austria,Austria,Austria
EPI_ISL_455963,Belgium,Netherlands,Italy,Italy,Italy,Russia,Netherlands,Oman,Netherlands,Italy,Netherlands,Italy
EPI_ISL_422576,Netherlands,Netherlands,Netherlands,Netherlands,Portugal,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands
EPI_ISL_451968,Russia,Russia,Italy,India,Italy,Russia,Japan,Switzerland,Chile,Switzerland,Hungary,Japan
EPI_ISL_461230,Netherlands,Netherlands,Portugal,Poland,Netherlands,Russia,Switzerland,Bangladesh,Netherlands,Italy,Italy,Portugal
EPI_ISL_464007,Canada,Netherlands,Italy,Poland,Luxembourg,Japan,Japan,Morocco,Switzerland,Switzerland,Japan,Japan
EPI_ISL_419311,Japan,Japan,Japan,Japan,Brazil,Japan,Japan,Vietnam,Japan,Japan,Greece,Japan
EPI_ISL_459980,Morocco,Morocco,Italy,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco
EPI_ISL_458150,Morocco,Morocco,Italy,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco
EPI_ISL_438969,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan
EPI_ISL_438958,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan
EPI_ISL_438959,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan
EPI_ISL_438955,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan
EPI_ISL_438952,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan
EPI_ISL_438948,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan
EPI_ISL_438953,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan
EPI_ISL_438947,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan
EPI_ISL_438951,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan
EPI_ISL_438949,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Switzerland,Japan,Japan,Japan
EPI_ISL_452139,Italy,Japan,Italy,Netherlands,Luxembourg,Switzerland,Netherlands,Greece,Poland,Japan,Mexico,Switzerland
EPI_ISL_447649,Greece,Greece,Russia,Vietnam,Greece,Sweden,Greece,Greece,Greece,Russia,Greece,Greece
EPI_ISL_419303,Egypt,Greece,Greece,Japan,Japan,Japan,Japan,Japan,Australia,Japan,Latvia,Japan
EPI_ISL_454342,Portugal,Greece,Italy,Belgium,Portugal,Portugal,Russia,Portugal,Portugal,Portugal,India,Portugal
EPI_ISL_447647,Greece,Greece,Greece,Greece,Australia,Greece,Greece,Greece,Germany,Greece,Japan,Greece
EPI_ISL_445377,Chile,Australia,Chile,Chile,Jordan,Australia,Australia,Chile,Chile,Chile,Chile,Chile
EPI_ISL_430535,Australia,Australia,Chile,Chile,Chile,Australia,Australia,Chile,Chile,Chile,Chile,Chile
EPI_ISL_455701,Vietnam,Germany,Luxembourg,Vietnam,Vietnam,Vietnam,Italy,Italy,Vietnam,Russia,Greece,Vietnam
EPI_ISL_466909,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Switzerland,Germany,Germany,Germany
EPI_ISL_437239,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
EPI_ISL_450404,HongKong,HongKong,Russia,Portugal,Chile,Jordan,CzechRepublic,Portugal,HongKong,Russia,Jordan,Vietnam
EPI_ISL_426359,CzechRepublic,HongKong,Russia,CzechRepublic,Japan,Bangladesh,CzechRepublic,Chile,Japan,Jordan,CzechRepublic,Poland
EPI_ISL_453854,Portugal,Japan,Portugal,Portugal,Vietnam,Sweden,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal
EPI_ISL_438971,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Italy,Japan,Japan,Japan
EPI_ISL_438970,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan
EPI_ISL_437952,Austria,Japan,Russia,Russia,Austria,Austria,Italy,Poland,Vietnam,Austria,Austria,Russia
EPI_ISL_447443,Israel,Germany,Japan,Hungary,Japan,Germany,Japan,Japan,Brazil,Japan,Japan,Japan
EPI_ISL_466901,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Japan,Germany
EPI_ISL_466891,Germany,Germany,Germany,Germany,Germany,Japan,Germany,Germany,Germany,Germany,Japan,Germany
EPI_ISL_448068,UnitedKingdom,Switzerland,UnitedKingdom,Poland,UnitedKingdom,Russia,UnitedKingdom,Latvia,Latvia,Latvia,UnitedKingdom,Latvia
EPI_ISL_451859,Switzerland,Switzerland,Sweden,CzechRepublic,Bangladesh,Sweden,Switzerland,Switzerland,Switzerland,Sweden,Sweden,Sweden
EPI_ISL_451652,Poland,Poland,Portugal,Poland,Poland,Belgium,Vietnam,Poland,Poland,Italy,UnitedKingdom,Poland
EPI_ISL_454304,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal
EPI_ISL_454193,Portugal,Portugal,Vietnam,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal
EPI_ISL_430602,Australia,Japan,Greece,Australia,Australia,Australia,Australia,Germany,Australia,Portugal,Vietnam,Italy
EPI_ISL_438956,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,UnitedKingdom,Japan,Japan,Japan
EPI_ISL_433833,UnitedKingdom,UnitedKingdom,UnitedKingdom,UnitedKingdom,UnitedKingdom,UnitedKingdom,Chile,Italy,UnitedKingdom,UnitedKingdom,Portugal,Poland
EPI_ISL_458034,India,UnitedKingdom,UnitedKingdom,India,Vietnam,Austria,India,Bangladesh,Japan,Germany,India,Vietnam
EPI_ISL_434465,Greece,Switzerland,Greece,Latvia,Italy,Greece,CzechRepublic,Greece,Greece,Russia,Greece,Greece
EPI_ISL_467012,Switzerland,Switzerland,Japan,Japan,Japan,Japan,Japan,Japan,Switzerland,Switzerland,Japan,Switzerland
EPI_ISL_455707,Vietnam,Vietnam,Japan,Vietnam,Vietnam,Sweden,Sweden,Vietnam,Vietnam,Japan,Vietnam,Vietnam
EPI_ISL_455710,Vietnam,Vietnam,Vietnam,Vietnam,Vietnam,Vietnam,Jordan,Vietnam,Vietnam,Vietnam,Vietnam,Vietnam
EPI_ISL_455712,Vietnam,Vietnam,Vietnam,Poland,Vietnam,Vietnam,Vietnam,Vietnam,Vietnam,Vietnam,Vietnam,Vietnam
EPI_ISL_451663,Poland,Poland,Poland,Poland,BosniaandHerzegovina,Poland,Poland,Poland,Poland,Poland,Poland,Poland
EPI_ISL_451661,Poland,Poland,Portugal,Poland,Italy,Poland,Russia,Poland,Jordan,Poland,Japan,Poland
EPI_ISL_455709,Vietnam,Vietnam,Portugal,Vietnam,Vietnam,Vietnam,Vietnam,Vietnam,Vietnam,Vietnam,Vietnam,Vietnam
EPI_ISL_466877,Germany,Vietnam,Germany,Poland,Germany,Sweden,Germany,Poland,Sweden,Germany,Germany,Germany
EPI_ISL_453958,Portugal,Portugal,Portugal,CzechRepublic,CzechRepublic,Portugal,Portugal,Portugal,Portugal,Vietnam,Portugal,Portugal
EPI_ISL_463127,USA,Portugal,Poland,Bangladesh,Brazil,Russia,USA,Germany,Poland,USA,USA,Japan
EPI_ISL_415483,Netherlands,Netherlands,Portugal,Netherlands,Netherlands,Russia,Netherlands,Netherlands,Netherlands,UnitedKingdom,Netherlands,Netherlands
EPI_ISL_417757,Iceland,Iceland,Iceland,Netherlands,Vietnam,Iceland,Iceland,Iceland,Iceland,Iceland,Netherlands,Iceland
EPI_ISL_424384,Iceland,Iceland,Iceland,Netherlands,Luxembourg,Iceland,Iceland,Iceland,Iceland,Iceland,Netherlands,Iceland
EPI_ISL_454762,Netherlands,Netherlands,Netherlands,Netherlands,Germany,Russia,Netherlands,Netherlands,Netherlands,UnitedKingdom,Netherlands,Netherlands
EPI_ISL_426891,CzechRepublic,Netherlands,Netherlands,Netherlands,Germany,Russia,Netherlands,Netherlands,Netherlands,UnitedKingdom,Netherlands,Netherlands
EPI_ISL_428865,Russia,Austria,Russia,Netherlands,Russia,Russia,Russia,Russia,Netherlands,Russia,Netherlands,Russia
EPI_ISL_438126,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria
EPI_ISL_438128,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria
EPI_ISL_438127,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria
EPI_ISL_462480,Poland,Italy,Brazil,Poland,Brazil,Russia,Poland,Poland,Italy,Poland,Poland,Poland
EPI_ISL_435155,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy
EPI_ISL_435149,Italy,Italy,Russia,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy
EPI_ISL_435145,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy
EPI_ISL_436729,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Bangladesh,Italy,Italy,Italy,Italy
EPI_ISL_435151,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy
EPI_ISL_435150,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy
EPI_ISL_435148,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Germany,Italy,Italy,Italy,Italy
EPI_ISL_435152,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy
EPI_ISL_413020,Switzerland,Switzerland,Switzerland,Morocco,Switzerland,Morocco,Switzerland,Switzerland,Switzerland,Switzerland,UnitedKingdom,UnitedKingdom
EPI_ISL_459977,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco
EPI_ISL_459978,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco
EPI_ISL_459983,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco
EPI_ISL_435124,UnitedArabEmirates,UnitedArabEmirates,Switzerland,Morocco,Uganda,Morocco,UnitedKingdom,UnitedKingdom,UnitedKingdom,Switzerland,UnitedKingdom,UnitedKingdom
EPI_ISL_451189,Uganda,Uganda,Italy,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda
EPI_ISL_451186,Uganda,Uganda,Italy,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda
EPI_ISL_461720,UnitedKingdom,Uganda,Italy,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda
EPI_ISL_451192,Uganda,Uganda,Portugal,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda
EPI_ISL_451190,Uganda,Uganda,Russia,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda
EPI_ISL_454751,Netherlands,Netherlands,Brazil,Netherlands,Netherlands,Netherlands,Netherlands,Italy,Brazil,Netherlands,Brazil,Netherlands
EPI_ISL_454750,Netherlands,Netherlands,Chile,Netherlands,Netherlands,Netherlands,Netherlands,Switzerland,Netherlands,Netherlands,Netherlands,Netherlands
EPI_ISL_415700,Switzerland,Netherlands,CzechRepublic,Netherlands,Switzerland,Netherlands,Switzerland,Switzerland,Switzerland,Switzerland,Netherlands,Netherlands
EPI_ISL_466906,Germany,Netherlands,Brazil,Netherlands,Germany,Netherlands,Brazil,Germany,Brazil,Brazil,Germany,Brazil
EPI_ISL_426580,Brazil,Netherlands,Brazil,Netherlands,Italy,Brazil,Brazil,Germany,Italy,Brazil,Brazil,Brazil
EPI_ISL_416743,CzechRepublic,Netherlands,CzechRepublic,Netherlands,Brazil,Netherlands,Switzerland,Georgia,Austria,Switzerland,Brazil,Netherlands
EPI_ISL_413574,Netherlands,Netherlands,Brazil,Netherlands,Netherlands,Netherlands,Brazil,Netherlands,Netherlands,Brazil,Netherlands,Netherlands
EPI_ISL_458139,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
EPI_ISL_445349,Chile,Brazil,Chile,Brazil,Chile,Brazil,Chile,Brazil,Chile,Brazil,Chile,Brazil
EPI_ISL_430793,Argentina,Brazil,Netherlands,Brazil,Argentina,Brazil,Switzerland,Brazil,Brazil,Brazil,Brazil,Brazil
EPI_ISL_445352,Chile,Brazil,Brazil,Brazil,Australia,Brazil,Brazil,Chile,Italy,Brazil,Brazil,Brazil
EPI_ISL_450873,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
EPI_ISL_458138,Brazil,Brazil,Brazil,Brazil,Italy,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
EPI_ISL_456091,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Chile,Brazil,Brazil,Brazil,Brazil
EPI_ISL_456103,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
EPI_ISL_456083,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Vietnam,Brazil,Brazil,Brazil
EPI_ISL_456076,Brazil,Brazil,Brazil,Brazil,Italy,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
EPI_ISL_456086,Brazil,Brazil,Brazil,Brazil,Netherlands,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
EPI_ISL_456090,Brazil,Brazil,Chile,Brazil,Portugal,Brazil,Brazil,Brazil,Italy,Brazil,Brazil,Brazil
EPI_ISL_427303,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
EPI_ISL_445370,Chile,Brazil,Chile,Chile,Chile,Brazil,Brazil,Chile,Chile,Brazil,Chile,Chile
EPI_ISL_456075,Brazil,Brazil,Brazil,Brazil,Vietnam,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
EPI_ISL_445373,Chile,Brazil,Brazil,Chile,UnitedKingdom,Brazil,Brazil,Chile,Portugal,Chile,Brazil,Chile
EPI_ISL_456079,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
EPI_ISL_456082,Brazil,Brazil,Brazil,Brazil,Bangladesh,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
EPI_ISL_427297,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
EPI_ISL_457953,Uruguay,Brazil,Chile,Brazil,Austria,Brazil,Brazil,Brazil,Japan,Brazil,Brazil,Brazil
EPI_ISL_427298,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
EPI_ISL_445369,Chile,Brazil,Chile,Chile,Chile,Brazil,Brazil,Chile,Italy,Chile,Chile,Chile
EPI_ISL_430817,Argentina,Argentina,Chile,Argentina,Argentina,Argentina,Argentina,Brazil,Brazil,Brazil,Brazil,Argentina
EPI_ISL_430815,Argentina,Argentina,Brazil,Argentina,Argentina,Argentina,Argentina,Brazil,UnitedKingdom,Brazil,Brazil,Argentina
EPI_ISL_430814,Argentina,Argentina,Brazil,Argentina,Argentina,Argentina,Argentina,Brazil,Brazil,Brazil,Brazil,Argentina
EPI_ISL_456077,Brazil,Brazil,Brazil,Brazil,Poland,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
EPI_ISL_456101,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Japan,Brazil,Brazil,Brazil
EPI_ISL_456100,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Sweden,Brazil,Brazil,Brazil
EPI_ISL_456102,Brazil,Brazil,Brazil,Brazil,Bangladesh,Brazil,Brazil,Bangladesh,Brazil,Brazil,Brazil,Brazil
EPI_ISL_456087,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
EPI_ISL_456092,Brazil,Brazil,Brazil,Brazil,Bangladesh,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
EPI_ISL_456096,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Chile,Brazil,Brazil,Brazil
EPI_ISL_456081,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
EPI_ISL_456095,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Japan,Brazil,Brazil,Brazil
EPI_ISL_461963,UnitedKingdom,UnitedKingdom,Italy,Argentina,Portugal,Sweden,CzechRepublic,UnitedKingdom,UnitedKingdom,UnitedKingdom,UnitedKingdom,UnitedKingdom
EPI_ISL_464164,Bangladesh,UnitedKingdom,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh
EPI_ISL_453977,Portugal,Portugal,Russia,Portugal,Portugal,Portugal,Austria,Oman,Portugal,Italy,Portugal,Portugal
EPI_ISL_429749,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Bangladesh,Luxembourg,Luxembourg,Luxembourg,Luxembourg
EPI_ISL_434496,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Luxembourg
EPI_ISL_429706,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Switzerland,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Luxembourg
EPI_ISL_426890,CzechRepublic,CzechRepublic,CzechRepublic,Russia,CzechRepublic,CzechRepublic,CzechRepublic,CzechRepublic,CzechRepublic,CzechRepublic,CzechRepublic,CzechRepublic
EPI_ISL_426883,CzechRepublic,CzechRepublic,CzechRepublic,Russia,CzechRepublic,CzechRepublic,CzechRepublic,CzechRepublic,CzechRepublic,CzechRepublic,CzechRepublic,CzechRepublic
EPI_ISL_429120,Sweden,Portugal,Sweden,Russia,Russia,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden
EPI_ISL_428368,Turkey,Portugal,Portugal,Portugal,Portugal,Turkey,Turkey,Portugal,Portugal,Portugal,UnitedKingdom,CzechRepublic
EPI_ISL_454146,Portugal,Portugal,Portugal,Portugal,UnitedKingdom,Turkey,Turkey,Portugal,Portugal,Netherlands,UnitedKingdom,CzechRepublic
EPI_ISL_450831,Sweden,Greece,Russia,Poland,Sweden,Sweden,Switzerland,Sweden,Sweden,Sweden,Greece,Sweden
EPI_ISL_434467,Greece,Greece,Russia,Greece,Sweden,Sweden,Switzerland,Sweden,Sweden,Sweden,Greece,Sweden
EPI_ISL_452220,Italy,Germany,Germany,Poland,Germany,Russia,Germany,Germany,Germany,Germany,Germany,Germany
EPI_ISL_452222,Italy,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
EPI_ISL_454754,Netherlands,Netherlands,Russia,Switzerland,Netherlands,Switzerland,Netherlands,Netherlands,Netherlands,Switzerland,Switzerland,Switzerland
EPI_ISL_419306,Japan,Japan,Japan,Japan,Japan,Austria,Japan,Japan,Japan,Japan,Japan,Japan
EPI_ISL_419308,Japan,Japan,Russia,Japan,Japan,Italy,Japan,Japan,Austria,Japan,UnitedKingdom,Japan
EPI_ISL_412972,Italy,Switzerland,UnitedKingdom,Austria,Taiwan,Austria,UnitedKingdom,Italy,Vietnam,Netherlands,Vietnam,Sweden
EPI_ISL_451656,Poland,Poland,Poland,Poland,Portugal,Poland,Poland,Poland,Poland,Poland,Poland,Poland
EPI_ISL_451658,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland
EPI_ISL_435047,Kazakhstan,Switzerland,Italy,Poland,UnitedKingdom,Taiwan,Switzerland,Switzerland,Kazakhstan,Switzerland,UnitedKingdom,Sweden
EPI_ISL_421651,Taiwan,Switzerland,Switzerland,Poland,UnitedKingdom,Taiwan,Switzerland,Switzerland,Taiwan,Switzerland,UnitedKingdom,Switzerland
EPI_ISL_421576,SouthAfrica,Switzerland,Italy,Poland,UnitedKingdom,Taiwan,Switzerland,Switzerland,Taiwan,Switzerland,UnitedKingdom,Poland
EPI_ISL_467002,Switzerland,Switzerland,Portugal,UnitedKingdom,UnitedKingdom,Switzerland,Switzerland,Switzerland,UnitedKingdom,Switzerland,UnitedKingdom,Poland
EPI_ISL_432333,UnitedKingdom,Switzerland,Japan,UnitedKingdom,UnitedKingdom,Switzerland,Switzerland,Switzerland,UnitedKingdom,Switzerland,UnitedKingdom,Switzerland
EPI_ISL_415699,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Germany,Switzerland
EPI_ISL_415698,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Austria,Switzerland,Switzerland,Switzerland
EPI_ISL_437262,Germany,Germany,Germany,Belgium,Germany,Belgium,Spain,Germany,Brazil,Germany,Germany,Germany
EPI_ISL_437096,Latvia,Germany,Germany,Latvia,Luxembourg,Latvia,Russia,Latvia,Latvia,Germany,Germany,Latvia
EPI_ISL_447904,Bangladesh,Belgium,Bangladesh,Bangladesh,CzechRepublic,Bangladesh,Bangladesh,Germany,Bangladesh,Bangladesh,Bangladesh,Bangladesh
EPI_ISL_429993,Jordan,Belgium,Italy,Poland,Switzerland,Portugal,Spain,Jordan,Jordan,Switzerland,Vietnam,Jordan
EPI_ISL_445251,Chile,Belgium,Italy,Japan,Vietnam,Japan,Switzerland,Switzerland,Brazil,Switzerland,Japan,Switzerland
EPI_ISL_435411,Hungary,Belgium,Japan,Hungary,Japan,Japan,Japan,Japan,Vietnam,Japan,Hungary,Japan
EPI_ISL_420416,Belgium,Belgium,Netherlands,Poland,Belgium,Switzerland,Switzerland,Jordan,Vietnam,UnitedKingdom,UnitedKingdom,Poland
